society,price,facing,agePossession,nearbyLocations,rating,property_type,area,area_sqft,rate_per_sqft,floor_number,total_floors,bedroom_num,bathroom_num,balcony_num,feature_count,furnish_count,is_high_value
Mapsko Mount Ville4.1 ★,185.0,,0 to 1 Year Old,"['Huda Metro Station (Gurugram)', 'Sapphire 83 Mall', 'Naurangpur Road', 'Delhi - Ajmer Expy', 'Bal Bharati Public School–IMT Manesar', 'Amity University Gurugram', 'Miracles Apollo Cradle / Spectra', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",flat,,1815.02568,9641.0,22.0,,3.0,4.0,3.0,0,0,1
Smart World Orchard,160.0,,Under Construction,"['Sector 55-56 Metro station', 'Bestech Central Square Mall', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'ORCHIDS The International School', 'Sushant University', 'Marengo Asia Hospitals', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']",,flat,,1150.02576,13913.0,4.0,,2.0,2.0,2.0,0,0,1
Raheja Vedas,215.0,East,1 to 5 Year Old,,"['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4.5 out of 5', 'Safety4.5 out of 5']",flat,,4600.0,4134.0,14.0,,3.0,4.0,3.0,0,0,1
GLS Arawali Homes3.8 ★,30.0,East,1 to 5 Year Old,"['Huda City Centre', 'Golf Course Road', 'Delhi-Mumbai Expressway', 'KMP Expressway', 'Rajiv Chowk', 'IGI Airport']","['Green Area5 out of 5', 'Construction4 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4 out of 5']",flat,,480.53,6243.0,14.0,,2.0,2.0,2.0,0,0,0
Ganga Apartment,74.0,North-East,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'Hanuman Mandir', 'State bank of india ATM', 'Hdfc bank ATM', 'Smile Plus Dental Clinic', 'Thakral Nursing and Maternity Home', 'Vinayak Hospital Gurgaon', 'Rajendra Hospital', 'Parashar Hospital', 'Kathuria Hospital', 'Nangia Hospital Ent and Maternity', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Pushpanjali Hospital', 'Aarvy Hospital', 'Pushpanjali Hospital Gurgaon', 'Rachna Dental Clinic', 'Lal Superspeciality Hospital', 'Bansal Medicare and Maternity Centre', 'Shri Gobind Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Sharma Hospital Gurgaon', 'Parmar Dental Clinic & Lab', 'Shiv Mahima Patient Care Bureau', 'Dr. Ajay S. Gupta Clinic', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Navjeevan Hospital and Maternity Centre', 'Satyam Hospital Gurgaon', 'Bhanu Dental Care', 'Dayal Eye & Maternity Centre', 'Swastik Maternity and Medical Centre', 'Triveni Hospital Gurgaon', 'My Care Clinic', 'Ankur Clinic and Maternity Home', 'Dev Man Kathuria Clinic', 'M.S Hospital', 'Dr. Sandeep Chauhan', 'Gupta Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Bindal Clinic', 'Nutan Dental Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Indian Oil', 'IBP Petrol Station', 'govt sec school', 'District library gurgaon']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1225.0508399999999,6040.0,3.0,,3.0,3.0,2.0,0,0,0
Surbhi Apartment,320.0,East,10+ Year Old,"['Huda city centre metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Hdfc ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Rbs ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Kotak mahindra bank ATM', 'Arihant Hospital', 'Gupta', 'Paras Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Pernod Ricard Charitable Dispensary', 'Guardian Pharmacy', 'Chikitsa', 'City Medical', 'Gardian Pharmacy', 'Bharat petroleum', 'Hdfc bank', 'Icici bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'Sagar Ratna', 'Cafe Tonini', 'Shophouse by Kylin', ""Carl's Jr."", 'Starbucks', 'Raj Restaurant', 'CCD', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'St. Angels Sr', 'St. Angels Jr', 'Ncr library', 'Bahrisons library']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",flat,,2000.0,12264.0,6.0,,4.0,3.0,3.0,0,0,1
Espire South,132.0,,0 to 1 Year Old,"['Chiranjiv Hospital', 'Swastik Maternity and Medical Centre', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Satyam Hospital Gurgaon', 'Bindal Clinic', 'Geeta Nursing Home Gurgaon', 'My Care Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Taneja Hospital', 'Ravi Clinic and Health Care Centre', 'Pearl Dental Clinic', 'Aryan Hospital', 'Shri Gobind Hospital', 'D.R. Rajnis Gupta Clinic', 'Shiv Mahima Patient Care Bureau', 'Lal Superspeciality Hospital', 'Dr. Ajay S. Gupta Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Navjeevan Hospital and Maternity Centre', 'Sparsh Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Sethi Hospital Gurgaon', 'Dr. Ashok Jain', 'Gupta Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Ankur Clinic and Maternity Home', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Rama Hospital & Nursing Home', 'Kharbanda Maternity and Nursing Home', 'Kidney Clinic', 'Sharma Hospital Gurgaon', 'Lall Eye Care Centre', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dentecare - Multispeciality Dental Clinic', 'Nangia Hospital Ent and Maternity', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'M Goel Hospital', 'Dental Health Centre', 'Gurgaon Eye Centre', 'State bank of india', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity3 out of 5', 'Safety5 out of 5']",flat,,1460.0289599999999,9050.0,13.0,,2.0,2.0,2.0,0,0,0
Adani Brahma Samsara Vilasa,300.0,East,0 to 1 Year Old,"['Rapid Metro Station Sector 56', 'Paras Trinity Mall Sector 63', 'Golf Course Ext Rd', 'Mehrauli-Gurgaon Road', 'Nirvana Rd', 'Heritage Xperiential Learning School', 'KIIT College of Engineering Sohna Road', 'CK Birla Hospital', 'Indira Gandhi International Airport', 'AIPL Business Club Sector 62', 'DoubleTree by Hilton Hotel Gurgaon', 'De Adventure Park', 'TERI Golf Course']",,flat,,1800.0637199999999,16666.0,4.0,,3.0,3.0,3.0,0,0,1
Smart World Gems,120.0,East,Within 6 months,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1423.0007999999998,8432.0,4.0,,3.0,3.0,2.0,0,0,0
Godrej Nature Plus Serenity,139.0,East,Jul-25,"['Shopping complex', 'Sohna Road', 'GD Goenka World School', 'KR Mangalam University', 'Central Park Flower Valley', 'Smart View Hotel and Resort']",,flat,,1199.97072,11583.0,24.0,,3.0,2.0,3.0,0,0,0
M3M Skycity,300.0,East,By 2024,"['Sector 55 Metro Station', 'Eros City Square', 'DPS International Edge', 'Narayana Junior College', 'CK Birla Hospital', 'Indira Gandhi Intl Airport', 'Splendor Trade Tower', 'DoubleTree by Hilton Hotel', 'SkyJumper Trampoline Park']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,1828.05012,16411.0,47.0,,3.0,3.0,3.0,0,0,1
NBCC Heights3.9 ★,150.0,,1 to 5 Year Old,"['Reliance MART', 'Lotus Rise World School', 'RPS International School', 'Shri Shakti Shanidham Mandir', 'Axis Bank ATM', 'Canara ATM', 'Kartik hospital', 'VS Hospital', 'Aarvy  Super Specialty Hospital', 'Genesis Hospital', 'Oriental Bank of Commerce', 'Garhi harsaru Railway station', 'HP PETROL PUMP', 'Essar Petrol Pump', 'INOX Cinema']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']",flat,,2125.02888,7058.0,13.0,,3.0,3.0,3.0,0,0,0
The Castle Society3.8 ★,200.0,,By 2023,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Surgicare Hospital Gurgaon', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'Arihant Hospital', 'Paras Hospital Gurgaon', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Heera Fuel Station', 'HCG CNG Station', '222', 'Hdfc bank and atm', 'Kotak mahindra bank', 'Axis bank', 'Indusind bank', 'State bank of india', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', ""Carl's Jr."", 'Starbucks', 'Cafe Tonini', 'Sagar Ratna', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,2300.05152,8695.0,6.0,,4.0,4.0,2.0,0,0,1
Essel Towers,275.0,East,10+ Year Old,"['Mg road metro station', 'Iffco chowk metro station', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Arya Samaj Mandir', 'Jain Bhawan', 'Hanuman Mandir', 'Axis bank ATM', 'Punjab national bank ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Privat Hospital', 'Sidhesh Hospital Gurgaon', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Surgi Center Clinic', 'Umkal Hospital', 'Divine Look Clinic Centre 1', 'Religare Wellness', '98.4', 'Guardian', 'Neelkanth Medico', 'DLF Cyber City Phase II', 'PVR Metropolitan', 'DT Cinemas', 'PVR Cinames', 'DT Cinemas', 'PVR Cinames', 'Abn amro bank', 'Indusind bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'Axis bank', 'Pan Bangkok', 'NutrioBox Gurugram', 'Barbecue Grill', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Pizza Hut', 'Blue Tokai Coffee Roasters', 'Food Court', 'American Montessori']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity3 out of 5', 'Safety3 out of 5']",flat,,2200.0539599999997,12500.0,14.0,,4.0,5.0,3.0,0,0,1
Lotus Homz4.0 ★,36.0,,1 to 5 Year Old,"['Sector 23 Huda Market', 'HUDA Market', 'Jai Vision Public School', 'New Cambridge School', 'Meenakshi Public School', 'Gurudwara-Sahib Kunj', 'Ratnakar Bank ATM', 'ICICI Bank ATM', 'Samriddhi Hospital', 'Metro Hospital', 'Tikona Park', 'Palam Vihar Park', 'Bijwasan Station', 'The Emporium', 'Bajghera Police Station']","['Green Area5 out of 5', 'Construction4.5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity5 out of 5']",flat,,405.04932,8888.0,10.0,,1.0,1.0,1.0,0,0,0
ShreeRam Apartment II,21.0,,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shree Krishna Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Esic Hospital Gurugram', 'Bhardwaj Hospital', 'Sneh Hospital Gurgaon', 'Dr. Ashok Jain', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'R K Hospital Gurgaon', 'Pearl Dental Clinic', 'Taneja Hospital', 'Gurgaon Eye Centre', 'Dr. Sindhu Clinic', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Chirag Hospital Pvt. Ltd', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'Aryan Hospital', 'Shri Multispeciality Hospital', 'Geeta Nursing Home Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Madan Clinic', 'Chiranjiv Hospital', 'Ravi Clinic and Health Care Centre', 'Sparsh Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Swastik Maternity and Medical Centre', 'Bhatnagar Maternity and Nursing Home', 'Satyam Hospital Gurgaon', 'Ankur Clinic and Maternity Home', 'Bindal Clinic', 'Shiv Mahima Patient Care Bureau', 'Dr. Agya Ram Sharma Clinic', 'M.S Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Basai dhankot railway station']",,flat,,450.04284,4666.0,4.0,,1.0,1.0,1.0,0,0,0
Zara Aavaas,25.5,North-East,1 to 5 Year Old,"['Ardee Mall', 'Northern Peripheral Road', 'Mps World School', 'DPG Institute of Technology', 'Tomar Hospital', 'Indira Gandhi International Airport', 'Taj City Centre Hotel', ""Oyster's Water Park"", 'HUDA Mini Golf Course', 'F9 Go Karting Gurgaon']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,300.96144,7807.0,4.0,,1.0,1.0,2.0,0,0,0
ROF Ananda,37.5,East,0 to 1 Year Old,"['Metro', 'Dwarka Expressway', 'Rajeev Chowk', 'NH8', 'KMP Expressway', 'IMT Manesar', 'ISBT', 'Hero Honda Chowk', 'IGI Airport', 'Railway Station', 'Proposed Diplomatic enclave', 'Flava', 'Spicy Salsa', ""Nihar's Cafe"", 'Cheeni singh restaurant']","['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4.5 out of 5']",flat,,64529.53415999999,58.0,14.0,,2.0,2.0,2.0,0,0,0
M3M Woodshire4.0 ★,180.0,,1 to 5 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']","['Green Area4.5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",flat,,1384.0,7623.0,14.0,,3.0,4.0,3.0,0,0,1
Krisumi Waterfall Residences,409.99999999999994,,Within 6 months,"['Sector 54 Chowk Metro Station', 'Vatika Town Square-INXT', 'The Esplanade Mall', 'Dwarka Expy', 'Pataudi Road', 'Euro International School, Sector 84', 'DPG Degree Collge', 'Gurugram University', 'Aarvy Healthcare Super Speciality', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'DLF Corporate Greens', 'Holiday Inn Gurugram Sector 90']",,flat,,2538.0435599999996,15500.0,34.0,,3.0,4.0,3.0,0,0,1
Godrej 1014.0 ★,130.0,North-East,0 to 1 Year Old,"['Vatika Town Square-INXT', 'Naurangpur Road', 'NH 48', 'Euro International School', 'Gurugram University', 'Miracles Apollo Cradle', 'Nouveau Medics Multispeciality OPD', 'Indira Gandhi Intl Airport', 'Heritage Village Resort & Spa', 'Nakhrola Stadium']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']",flat,,1571.9745599999999,8269.0,15.0,,2.0,2.0,3.0,0,0,0
The Roselia 2,45.0,North,undefined,,"['Environment5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",flat,,595.0,6475.0,19.0,,2.0,2.0,2.0,0,0,0
Signature Global Solera3.7 ★,60.0,,undefined,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', ""Colonel's Central Academy"", 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Trident Hotel Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",flat,,650.0,8000.0,8.0,,3.0,2.0,2.0,0,0,0
Signature Global Solera3.7 ★,40.0,,1 to 5 Year Old,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', ""Colonel's Central Academy"", 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Trident Hotel Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",flat,,548.0,6644.0,7.0,,2.0,2.0,1.0,0,0,0
Ambience Creacions,199.0,North-East,0 to 1 Year Old,"['Moulsari Avenue', 'Ambience Mall', 'Old Delhi Gurgaon Road', 'Gurgaon - Delhi Expy', 'Rotary Public School', 'The NorthCap University', 'Manipal Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Candor Techspace', 'Hyatt Place Gurgaon Udyog Vihar', 'Fun N Food WaterPark', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",flat,,1285.0,14420.0,20.0,,2.0,2.0,2.0,0,0,1
Ambience Creacions,199.0,North-East,0 to 1 Year Old,"['Moulsari Avenue', 'Ambience Mall', 'Old Delhi Gurgaon Road', 'Gurgaon - Delhi Expy', 'Rotary Public School', 'The NorthCap University', 'Manipal Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Candor Techspace', 'Hyatt Place Gurgaon Udyog Vihar', 'Fun N Food WaterPark', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",flat,,1285.0,15546.0,20.0,,2.0,2.0,2.0,0,0,1
Mvn athens sohna gurgaon,28.0,,1 to 5 Year Old,,,flat,,479.96676,5833.0,12.0,,2.0,2.0,1.0,0,0,0
Ashiana Mulberry,74.0,,1 to 5 Year Old,"['Discount Department Store', 'Badshahpur Sohna Rd Hwy, Sohna Rural', 'GD Goenka University, Gurugram', 'Sohna Public School Pathane Ware', 'Vardaan Hospital & Trauma Centre', 'Indira Gandhi Intl Airport']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,1230.00228,6016.0,12.0,,2.0,2.0,3.0,0,0,0
M3M Soulitude,128.0,,Nov-23,"['Vatika Town Square-INXT', 'Sector 86 Road', 'Dwarka Expy', 'Delh-Ajmer Expy', 'Euro International School', 'Gurugram University', 'Genesis Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1450.01844,8827.0,4.0,,3.0,3.0,2.0,0,0,0
Smart World Orchard,160.0,North-East,Within 6 months,"['Sector 55-56 Metro station', 'Bestech Central Square Mall', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'ORCHIDS The International School', 'Sushant University', 'Marengo Asia Hospitals', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']",,flat,,1150.02576,13913.0,4.0,,2.0,2.0,2.0,0,0,1
Ace Palm Floors,97.04,,0 to 1 Year Old,"['Huda City Centre', 'Deerika HyperMart', ""Cherub's Cradle"", 'Learning Stars School', 'Delhi Public School', 'IndusInd Bank ATM', 'Artimis hospital', 'Best IVF Centre', 'State Bank of India', 'Triangular Park', 'HSBC', 'Mavens Orange - Hotel', 'Sector 45 SO Post Office', 'FUEL NATION', 'Women Police Station']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1233.98496,7863.0,3.0,,2.0,2.0,2.0,0,0,0
Umang Winter Hills3.9 ★,86.0,,0 to 1 Year Old,"['Entertainland Mall', 'Delhi Jaipur Expressway', 'Jhankar Senior Secondary School', 'Singhania University, Manesar', 'Miracles Apollo Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Eros Corporate Park', 'Hyatt Regency Gurgaon', 'Aravalli Hills']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4 out of 5', 'Amenities4.5 out of 5', 'Connectivity4.5 out of 5']",flat,,1342.05552,6408.0,18.0,,2.0,2.0,2.0,0,0,0
AIPL Zen Residences,125.0,,Within 3 months,"['Airia Mall', 'National Highway 8', 'Southern Peripheral Road', 'Golf Course Ext. Rd.', 'Indus World School', 'Medanta -The Medicity', 'Ananta Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone, Gurgaon', 'Lemon Tree Hotel, Sohna Road', 'De Adventure Park']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1261.9713599999998,9904.0,30.0,,2.0,2.0,2.0,0,0,0
Ansal Valley View Estate,60.0,,undefined,"['HANUMAN MANDIR', 'SHIV MANDIR BALIYAWAS', 'Indusind bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Parivar Clinic', 'Janki Max Hospital', 'Arunodaya Deseret Eye Hospital', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Hdfc bank', 'Icici bank', 'State bank of india', 'CHINESE CORNER', 'Naivedyam Restaurant', 'Bikanerwala', 'GOVERNMENT SCHOOL', 'Regional Skill Development Centre', 'Suncity School', 'Ansal Institute of Technology', 'Sushant College of Arts & Architecture']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']",flat,,930.0096,6452.0,9.0,,2.0,2.0,,0,0,0
Birla Navya,323.0,West,Within 3 months,"['Sector 54 Chowk Metro Station', 'WorldMark Gurgaon', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'Gurgaon - Delhi Expy', 'Heritage Xperiential Learning, CRPF Rd', 'Sushant University', 'W Pratiksha Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Capital Cyberscape', 'DoubleTree by Hilton Hotel']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']",flat,,1200.0,26875.0,4.0,,3.0,3.0,3.0,0,0,1
Signature Global Solera3.7 ★,25.0,,undefined,"['Gurgaon Dreamz Mall', 'Dwarka Expressway', ""Colonel's Central Academy"", 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Trident Hotel Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon', 'SkyJumper Trampoline Park Gurgaon']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",flat,,317.96855999999997,7862.0,4.0,,1.0,1.0,,0,0,0
Capital Residences 360,110.00000000000001,,0 to 1 Year Old,,"['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",flat,,1450.01844,7586.0,22.0,,2.0,2.0,3.0,0,0,0
Signature Global Synera3.4 ★,48.0,South-East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Delhi Jaipur Expressway', 'Dwarka Expressway', 'Agri Business Management Collage', 'Bharat Ram Global School', 'Singhania University, Manesar', 'Aarvy Healthcare Hospital', 'Garhi Harsaru Junction', 'Sphire Edge A N Buildwell', 'Holiday Inn Gurugram Sector 90']","['Green Area4 out of 5', 'Construction3 out of 5', 'Management3.5 out of 5', 'Amenities4 out of 5', 'Connectivity3 out of 5']",flat,,568.0,8450.0,12.0,,2.0,2.0,1.0,0,0,0
M3M Skycity,180.0,,Within 6 months,"['Sector 55 Metro Station', 'Eros City Square', 'DPS International Edge', 'Narayana Junior College', 'CK Birla Hospital', 'Indira Gandhi Intl Airport', 'Splendor Trade Tower', 'DoubleTree by Hilton Hotel', 'SkyJumper Trampoline Park']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,1309.9787999999999,13700.0,47.0,,2.0,2.0,3.0,0,0,1
dlf the arbour,790.0,,Jan-28,"['Radhakrishna Shani Mandir', 'pracksht hospital', 'Vatsalya Clinic', 'SPAZE BUSINESS PARK', 'International Tech Park', 'Intellion Park', 'Hdfc bank', 'Hdfc bank and atm', 'Pizza Hut', 'Madison and Pike']",,flat,,2900.0,20000.0,42.0,,4.0,4.0,3.0,0,0,1
ILD Greens4.1 ★,95.0,South-West,1 to 5 Year Old,"['The Esplanade Mall', 'Gurgaon Road', 'Delhi Jaipur Expressway', 'Green Field Public School', 'Sunrise University', 'K.D. Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'infinity Business Park']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities4.5 out of 5', 'Connectivity4.5 out of 5']",flat,,1030.0,9223.0,14.0,,2.0,2.0,3.0,0,0,0
ROF Ananda,36.5,East,0 to 1 Year Old,"['Metro', 'Dwarka Expressway', 'Rajeev Chowk', 'NH8', 'KMP Expressway', 'IMT Manesar', 'ISBT', 'Hero Honda Chowk', 'IGI Airport', 'Railway Station', 'Proposed Diplomatic enclave', 'Flava', 'Spicy Salsa', ""Nihar's Cafe"", 'Cheeni singh restaurant']","['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4.5 out of 5']",flat,,644.97888,5658.0,14.0,,2.0,2.0,2.0,0,0,0
Breez Global Heights,24.0,,0 to 1 Year Old,"['S.R.S. Hospital and Critical Care Unit', 'Shri Balaji Hospital and Trauma Center', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'The Muskan Dental Clinic', 'Dental Xpert Dental Clinic', 'Ayushman Hospital And Trauma Centre', 'Yadav Hospital Gurgoan', 'Kamla Hospital Gurgaon', 'Harshila Dental Clinic', 'Clove Dental', 'Vaishnavi Nursing Home', 'Petrol Pump IBP', 'Petrol Pump Indian Oil', 'Boxer Fuel Point', 'Haldiram']",,flat,,412.04591999999997,5825.0,11.0,,1.0,1.0,1.0,0,0,0
Global height,45.0,East,1 to 5 Year Old,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",flat,,709.9934399999999,6338.0,10.0,,2.0,2.0,2.0,0,0,0
